Associated Gene Name	Ensembl Gene ID
Rpl31-ps15	ENSMUSG00000097304
Prdm11	ENSMUSG00000075028
Gm15263	ENSMUSG00000084058
Gm19637	ENSMUSG00000101130
Gm6471	ENSMUSG00000073781
Gm13299	ENSMUSG00000087577
Ccl19-ps3	ENSMUSG00000094162
Olfr1044	ENSMUSG00000075200
Alkbh7	ENSMUSG00000002661
Atf7ip2	ENSMUSG00000039200
Gm42921	ENSMUSG00000106441
Cyp2j9	ENSMUSG00000015224
Gm3434	ENSMUSG00000098390
Cenpl	ENSMUSG00000026708
Gm13003	ENSMUSG00000085833
Scp2	ENSMUSG00000028603
4933406I18Rik	ENSMUSG00000087475
Gm14831	ENSMUSG00000080887
Gm20846	ENSMUSG00000100869
Rpl13-ps6	ENSMUSG00000059776
Rpl9-ps1	ENSMUSG00000081906
Gm12417	ENSMUSG00000084267
Rgs1	ENSMUSG00000026358
Il17ra	ENSMUSG00000002897
Gpatch2	ENSMUSG00000039210
Gm20847	ENSMUSG00000101277
Gm5401	ENSMUSG00000082406
Gm20848	ENSMUSG00000099371
Neurl1b	ENSMUSG00000034413
Slco6c1	ENSMUSG00000026331
Ism2	ENSMUSG00000050671
Reg2	ENSMUSG00000023140
Gm42807	ENSMUSG00000105404
Olfr52	ENSMUSG00000075199
Ntrk3	ENSMUSG00000059146
Gm17082	ENSMUSG00000090674
Lypd6	ENSMUSG00000050447
Gm6254	ENSMUSG00000066538
Gm9991	ENSMUSG00000056128
Pik3cb	ENSMUSG00000032462
Tm9sf2	ENSMUSG00000025544
Coa7	ENSMUSG00000048351
Pde3b	ENSMUSG00000030671
Olfr1045	ENSMUSG00000075198
Atxn2l	ENSMUSG00000032637
Gm42752	ENSMUSG00000106621
Gm3867	ENSMUSG00000066767
Cecr6	ENSMUSG00000094626
Gm42753	ENSMUSG00000105252
Tmem70	ENSMUSG00000025940
Atp7b	ENSMUSG00000006567
Gm20820	ENSMUSG00000100240
Neil1	ENSMUSG00000032298
Gm20699	ENSMUSG00000093561
Ythdf2	ENSMUSG00000040025
Gm20677	ENSMUSG00000093787
Rpl7a-ps10	ENSMUSG00000101502
Gm15916	ENSMUSG00000083606
Ube2q2	ENSMUSG00000032307
Gm13543	ENSMUSG00000083745
Vwf	ENSMUSG00000001930
Gm5371	ENSMUSG00000101000
Gm40414	ENSMUSG00000106309
Gm17147	ENSMUSG00000090939
Gm29241	ENSMUSG00000101953
Gm29407	ENSMUSG00000099978
Hpgds	ENSMUSG00000029919
Ube2e2	ENSMUSG00000058317
Wbp5	ENSMUSG00000042712
Gm29240	ENSMUSG00000099444
Gm13005	ENSMUSG00000080806
Gfral	ENSMUSG00000059383
Ankle1	ENSMUSG00000046295
Tgif2lx1	ENSMUSG00000100133
Gm21710	ENSMUSG00000104394
Tmem88b	ENSMUSG00000073680
Gm38155	ENSMUSG00000104245
Gm15878	ENSMUSG00000087542
Snap23	ENSMUSG00000027287
Gm29405	ENSMUSG00000101150
A030012G06Rik	ENSMUSG00000104167
Gm37896	ENSMUSG00000103923
Igkv19-93	ENSMUSG00000098814
Hsd3b7	ENSMUSG00000042289
Gm28219	ENSMUSG00000101347
Gm29406	ENSMUSG00000099595
Gm28491	ENSMUSG00000100399
Ccl3	ENSMUSG00000000982
Tcrg-C4	ENSMUSG00000076757
Tmsb4x	ENSMUSG00000049775
Ankrd63	ENSMUSG00000078137
Samd14	ENSMUSG00000047181
Sema6a	ENSMUSG00000019647
Trgj4	ENSMUSG00000098799
Trerf1	ENSMUSG00000064043
Fcgr3	ENSMUSG00000059498
Scap	ENSMUSG00000032485
Olfr1046	ENSMUSG00000075197
1700029J07Rik	ENSMUSG00000071103
Sqrdl	ENSMUSG00000005803
4930579H20Rik	ENSMUSG00000101636
Gm8013	ENSMUSG00000106357
Gm37407	ENSMUSG00000103497
Gm36962	ENSMUSG00000103931
Gm37588	ENSMUSG00000104239
Npvf	ENSMUSG00000029831
Gm20678	ENSMUSG00000093760
Gm43147	ENSMUSG00000105871
Gm33370	ENSMUSG00000105283
Lama2	ENSMUSG00000019899
Obox3-ps8	ENSMUSG00000044538
R3hdm1	ENSMUSG00000056211
Gm13448	ENSMUSG00000086001
Ugt8a	ENSMUSG00000032854
Olfr1047	ENSMUSG00000075196
9330162B11Rik	ENSMUSG00000103577
Phf19	ENSMUSG00000026873
Gm13002	ENSMUSG00000082149
Pvrl2	ENSMUSG00000062300
Gm28218	ENSMUSG00000099824
Gm37929	ENSMUSG00000103401
Gm38315	ENSMUSG00000103732
Gm6947	ENSMUSG00000101617
Gm36388	ENSMUSG00000103961
Gm42748	ENSMUSG00000105742
Vat1	ENSMUSG00000034993
Gm7257	ENSMUSG00000023093
C330018D20Rik	ENSMUSG00000024592
Gm9885	ENSMUSG00000052629
Esrrg	ENSMUSG00000026610
Btbd19	ENSMUSG00000073771
Ppp1cc	ENSMUSG00000004455
Tmem50b	ENSMUSG00000022964
Olfr1048	ENSMUSG00000075195
Reg1	ENSMUSG00000059654
Gm8623	ENSMUSG00000062458
Hoxd1	ENSMUSG00000042448
Gm9513	ENSMUSG00000090710
Gzmm	ENSMUSG00000054206
Gm42827	ENSMUSG00000106503
Gm10444	ENSMUSG00000072950
Srsf5	ENSMUSG00000021134
Tmprss11d	ENSMUSG00000061259
5830462I19Rik	ENSMUSG00000091102
Rnd2	ENSMUSG00000001313
Pspn	ENSMUSG00000002664
Ccl4	ENSMUSG00000018930
Tlr8	ENSMUSG00000040522
Gm43148	ENSMUSG00000105377
Gm43144	ENSMUSG00000105257
Setd1a	ENSMUSG00000042308
Angpt4	ENSMUSG00000027460
Gm11707	ENSMUSG00000086481
Cfap126	ENSMUSG00000026649
1810006J02Rik	ENSMUSG00000100182
Smarca4	ENSMUSG00000032187
Olfr1049	ENSMUSG00000075194
Nrg2	ENSMUSG00000060275
Src	ENSMUSG00000027646
Gm18916	ENSMUSG00000106094
Podn	ENSMUSG00000028600
Olfr1050-ps1	ENSMUSG00000083969
Gm29461	ENSMUSG00000100711
Pecam1	ENSMUSG00000020717
Gm16218	ENSMUSG00000059571
Gm14154	ENSMUSG00000087004
Glud1	ENSMUSG00000021794
Ly96	ENSMUSG00000025779
Clpx	ENSMUSG00000015357
Tomm40	ENSMUSG00000002984
Prmt5	ENSMUSG00000023110
Arid1a	ENSMUSG00000007880
Usp35	ENSMUSG00000035713
Nrk	ENSMUSG00000052854
Gm27234	ENSMUSG00000098894
Gm9484	ENSMUSG00000105006
Hcrtr2	ENSMUSG00000032360
Flcn	ENSMUSG00000032633
1700041C23Rik	ENSMUSG00000100282
Gdpgp1	ENSMUSG00000050973
Gm37868	ENSMUSG00000102179
6820402A03Rik	ENSMUSG00000103706
Gm29383	ENSMUSG00000101535
Gm15504	ENSMUSG00000082954
Gm38387	ENSMUSG00000102374
Rgs19	ENSMUSG00000002458
Gm37755	ENSMUSG00000103382
Gm38162	ENSMUSG00000102776
Gm37570	ENSMUSG00000102559
Gm28490	ENSMUSG00000094789
Rps23-ps2	ENSMUSG00000066902
Gm37285	ENSMUSG00000103756
Ccdc102a	ENSMUSG00000063605
C330021F23Rik	ENSMUSG00000065952
Wnt4	ENSMUSG00000036856
Spr-ps1	ENSMUSG00000068303
Gm20512	ENSMUSG00000092381
Rpe	ENSMUSG00000026005
Gm13888	ENSMUSG00000083487
Bud13	ENSMUSG00000032077
Gucy2c	ENSMUSG00000042638
Sdhc	ENSMUSG00000058076
Gm7799	ENSMUSG00000087457
Gm42751	ENSMUSG00000105099
Kbtbd13	ENSMUSG00000054978
Cecr5	ENSMUSG00000058979
Tmem183a	ENSMUSG00000042305
Gm20755	ENSMUSG00000106461
Arsj	ENSMUSG00000046561
Fam83b	ENSMUSG00000032358
Emx1	ENSMUSG00000033726
Gm17225	ENSMUSG00000090427
Reg3g	ENSMUSG00000030017
Cpsf3l	ENSMUSG00000029034
Smarcb1	ENSMUSG00000000902
Kat2a	ENSMUSG00000020918
Gm20692	ENSMUSG00000093739
Gm11625	ENSMUSG00000080839
Gm11754	ENSMUSG00000086306
Morc3	ENSMUSG00000039456
Bsg	ENSMUSG00000023175
Ing2	ENSMUSG00000063049
Mpz	ENSMUSG00000056569
Wt1os	ENSMUSG00000074987
H2-M10.4	ENSMUSG00000048231
Scn2a1	ENSMUSG00000075318
Mtx2	ENSMUSG00000027099
4933406M09Rik	ENSMUSG00000050526
Grik2	ENSMUSG00000056073
Gm15789	ENSMUSG00000082057
Gm11755	ENSMUSG00000086547
Nhlh2	ENSMUSG00000048540
Kansl1l	ENSMUSG00000026004
Gm13306	ENSMUSG00000073877
Gm3191	ENSMUSG00000091762
Gm14425	ENSMUSG00000081156
Atic	ENSMUSG00000026192
Gm17031	ENSMUSG00000091442
Gm43243	ENSMUSG00000104930
Tgif2-ps2	ENSMUSG00000045842
Gm13400	ENSMUSG00000084143
Gm18894	ENSMUSG00000105346
Gm9009	ENSMUSG00000080974
Gm17053	ENSMUSG00000091887
Ptges	ENSMUSG00000050737
Pcp4l1	ENSMUSG00000038370
Gm17033	ENSMUSG00000091583
Gm13305	ENSMUSG00000073876
Gabra5	ENSMUSG00000055078
Gm15841	ENSMUSG00000089653
Gm16334	ENSMUSG00000089757
Gm38064	ENSMUSG00000104482
Ccdc108	ENSMUSG00000047021
Cyth3	ENSMUSG00000018001
Gdpd1	ENSMUSG00000061666
Pusl1	ENSMUSG00000051557
Fam110a	ENSMUSG00000027459
Kcnab2	ENSMUSG00000028931
Lkaaear1	ENSMUSG00000045794
Klhl20	ENSMUSG00000026705
Gm20452	ENSMUSG00000092290
Plcb2	ENSMUSG00000040061
Uqcrh	ENSMUSG00000063882
Gm9962	ENSMUSG00000055048
Dctd	ENSMUSG00000031562
Gm43589	ENSMUSG00000104550
Gabrb3	ENSMUSG00000033676
Gm7266	ENSMUSG00000100441
Gm12854	ENSMUSG00000078238
Rgs21	ENSMUSG00000098509
Itga11	ENSMUSG00000032243
Gm7952	ENSMUSG00000097608
Wdr95	ENSMUSG00000029658
Gm29462	ENSMUSG00000099634
Zfp46	ENSMUSG00000051351
Rpl21-ps10	ENSMUSG00000105359
Med12l	ENSMUSG00000056476
Golga3	ENSMUSG00000029502
Hist4h4	ENSMUSG00000096010
Tpst1	ENSMUSG00000034118
Gm43821	ENSMUSG00000105219
Birc6	ENSMUSG00000024073
Gm26994	ENSMUSG00000098075
Hcn2	ENSMUSG00000020331
Rabggtb	ENSMUSG00000038975
Fam159a	ENSMUSG00000059816
Galnt18	ENSMUSG00000038296
Mtmr4	ENSMUSG00000018401
Dusp1	ENSMUSG00000024190
Padi3	ENSMUSG00000025328
Hmcn2	ENSMUSG00000055632
Duox1	ENSMUSG00000033268
Gm13802	ENSMUSG00000087559
Gm28969	ENSMUSG00000102129
Gm28318	ENSMUSG00000099916
Kpna2	ENSMUSG00000018362
5430434I15Rik	ENSMUSG00000106002
Gm14279	ENSMUSG00000081740
Ngfrap1	ENSMUSG00000046432
Gm14287	ENSMUSG00000082329
Slc52a3	ENSMUSG00000027463
Gm43145	ENSMUSG00000104591
Gm14286	ENSMUSG00000087445
Bmp2k	ENSMUSG00000034663
B3gnt4	ENSMUSG00000029431
Tomm40l	ENSMUSG00000005674
Gm13504	ENSMUSG00000083686
Serpine2	ENSMUSG00000026249
Rpl31-ps16	ENSMUSG00000097803
Oaz2-ps	ENSMUSG00000083610
Sptlc2	ENSMUSG00000021036
Diablo	ENSMUSG00000029433
Vmn2r-ps2	ENSMUSG00000081144
Gm16100	ENSMUSG00000083045
9530036O11Rik	ENSMUSG00000097726
Gm27178	ENSMUSG00000098438
Gsg1l	ENSMUSG00000046182
Manba	ENSMUSG00000028164
Gm13506	ENSMUSG00000083401
Gm43161	ENSMUSG00000104587
Gm28462	ENSMUSG00000102119
Gm10290	ENSMUSG00000105775
Shh	ENSMUSG00000002633
Ankrd65	ENSMUSG00000078487
Rpain	ENSMUSG00000018449
Ush2a	ENSMUSG00000026609
Gm20861	ENSMUSG00000100116
Leprotl1	ENSMUSG00000031513
Gm2950	ENSMUSG00000101498
4933406K04Rik	ENSMUSG00000085820
Msh2	ENSMUSG00000024151
Gm2965	ENSMUSG00000105943
Megf10	ENSMUSG00000024593
Gm20860	ENSMUSG00000099524
Gm42920	ENSMUSG00000106008
Paqr3	ENSMUSG00000055725
Gm15891	ENSMUSG00000087167
3830422I06Rik	ENSMUSG00000106485
Trim42	ENSMUSG00000032451
Gm28057	ENSMUSG00000100854
Gm20818	ENSMUSG00000101147
Gm12960	ENSMUSG00000100514
Gm27156	ENSMUSG00000098335
Faiml	ENSMUSG00000096316
Fxr2	ENSMUSG00000018765
Gm12961	ENSMUSG00000082686
1700013N06Rik	ENSMUSG00000085801
Gm27245	ENSMUSG00000098924
Gm13454	ENSMUSG00000081839
Tnfrsf1b	ENSMUSG00000028599
Rgs18	ENSMUSG00000026357
Gm11752	ENSMUSG00000087404
Gm37408	ENSMUSG00000103496
Gm21796	ENSMUSG00000101092
Blcap	ENSMUSG00000067787
Gart	ENSMUSG00000022962
Abcg2	ENSMUSG00000029802
Gm27155	ENSMUSG00000099239
Spata6	ENSMUSG00000034401
Tbc1d16	ENSMUSG00000039976
Gm21151	ENSMUSG00000101143
Gm29302	ENSMUSG00000100817
Gm13451	ENSMUSG00000084285
Gm18486	ENSMUSG00000098888
Cecr2	ENSMUSG00000071226
Nsa2-ps2	ENSMUSG00000083470
Gm29243	ENSMUSG00000100605
2010010A06Rik	ENSMUSG00000102047
Gm43138	ENSMUSG00000104720
Gm29409	ENSMUSG00000102005
Gm20544	ENSMUSG00000092569
Gm13452	ENSMUSG00000082015
Tmprss11a	ENSMUSG00000072845
H2afj	ENSMUSG00000060032
Gm8254	ENSMUSG00000098046
Th	ENSMUSG00000000214
Gm29649	ENSMUSG00000100093
Nnat	ENSMUSG00000067786
Gm28632	ENSMUSG00000101491
Gm11753	ENSMUSG00000085548
Nr1i3	ENSMUSG00000005677
Gm29174	ENSMUSG00000100435
Abcb5	ENSMUSG00000072791
C1qbp	ENSMUSG00000018446
Gm27158	ENSMUSG00000098333
Csf3r	ENSMUSG00000028859
Rorb	ENSMUSG00000036192
Tinag	ENSMUSG00000032357
Gm16333	ENSMUSG00000090057
Gm13453	ENSMUSG00000083240
Gm28101	ENSMUSG00000100624
Mtfmt	ENSMUSG00000059183
Nphp4	ENSMUSG00000039577
Gm13457	ENSMUSG00000084171
Gm15751	ENSMUSG00000086753
Cep70	ENSMUSG00000056267
Rpl36a	ENSMUSG00000079435
Gm21392	ENSMUSG00000097940
Ptpn23	ENSMUSG00000036057
Gm5529	ENSMUSG00000067106
P2ry13	ENSMUSG00000036362
Gm27157	ENSMUSG00000098941
Pura	ENSMUSG00000043991
Gpr87	ENSMUSG00000051431
1700039M15Rik	ENSMUSG00000104086
Gm7133	ENSMUSG00000100484
Capg	ENSMUSG00000056737
Gpr171	ENSMUSG00000050075
Kctd7	ENSMUSG00000034110
Gm43327	ENSMUSG00000105695
Gm37171	ENSMUSG00000103179
Gm7135	ENSMUSG00000101348
Gm38186	ENSMUSG00000103668
Gm20568	ENSMUSG00000105233
Tctex1d4	ENSMUSG00000047671
Ccdc92	ENSMUSG00000037979
Slc25a41	ENSMUSG00000011486
P2ry12	ENSMUSG00000036353
Smad7	ENSMUSG00000025880
Apool	ENSMUSG00000025525
Igkv4-92	ENSMUSG00000076531
AA387200	ENSMUSG00000085946
Plk3	ENSMUSG00000028680
Hspb9	ENSMUSG00000017832
Gm8856	ENSMUSG00000101049
Gm28071	ENSMUSG00000100397
Ankrd45	ENSMUSG00000044835
Mpi	ENSMUSG00000032306
Usp42	ENSMUSG00000051306
Ankrd27	ENSMUSG00000034867
Gm28058	ENSMUSG00000099753
Scrt2	ENSMUSG00000060257
Gm43570	ENSMUSG00000105945
Mrpl20	ENSMUSG00000029066
Gm6550	ENSMUSG00000099617
Gm21562	ENSMUSG00000094444
Gm5262	ENSMUSG00000097130
Stac2	ENSMUSG00000017400
Igsf10	ENSMUSG00000036334
Six3	ENSMUSG00000038805
Oprl1	ENSMUSG00000027584
Lrp2bp	ENSMUSG00000031637
Casq2	ENSMUSG00000027861
Srxn1	ENSMUSG00000032802
Tnfrsf8	ENSMUSG00000028602
F2	ENSMUSG00000027249
4930469G21Rik	ENSMUSG00000049160
Rmst	ENSMUSG00000097348
Gm28528	ENSMUSG00000099635
Six3os1	ENSMUSG00000093460
Gm20884	ENSMUSG00000101631
Platr27	ENSMUSG00000087547
Gm28392	ENSMUSG00000101661
4930422M22Rik	ENSMUSG00000100281
Gm15964	ENSMUSG00000085337
Gm38327	ENSMUSG00000103638
Gm28313	ENSMUSG00000099613
Gm6185	ENSMUSG00000102817
Dnajc28	ENSMUSG00000039763
Gm15221	ENSMUSG00000086168
P2ry14	ENSMUSG00000036381
Gm28314	ENSMUSG00000101557
Gm11513	ENSMUSG00000087630
Gm43244	ENSMUSG00000105342
4632404M16Rik	ENSMUSG00000106296
Pdk2	ENSMUSG00000038967
Brca1	ENSMUSG00000017146
E130120K24Rik	ENSMUSG00000085380
Gm20451	ENSMUSG00000092493
Gm38339	ENSMUSG00000102518
Gm5828	ENSMUSG00000091020
Rubie	ENSMUSG00000085123
Tsen2	ENSMUSG00000042389
9830004L10Rik	ENSMUSG00000099552
Gm42925	ENSMUSG00000104995
Gm15517	ENSMUSG00000087376
Sfxn5	ENSMUSG00000033720
Gm28315	ENSMUSG00000101222
Gm20454	ENSMUSG00000092296
Ankrd37	ENSMUSG00000050914
Igkv4-91	ENSMUSG00000076532
4930449I04Rik	ENSMUSG00000105459
Mapkapk3	ENSMUSG00000032577
Aldh2	ENSMUSG00000029455
4930405L22Rik	ENSMUSG00000106602
Gm13988	ENSMUSG00000084372
Gm29005	ENSMUSG00000101720
Dusp4	ENSMUSG00000031530
Gm5099	ENSMUSG00000102716
Gm14489	ENSMUSG00000082786
Gm15800	ENSMUSG00000042744
Igkv4-90	ENSMUSG00000076533
Gm7931	ENSMUSG00000067321
Gm13013	ENSMUSG00000081330
1700049J03Rik	ENSMUSG00000011052
Gm43717	ENSMUSG00000105089
Gm17218	ENSMUSG00000091078
Ctnnbl1	ENSMUSG00000027649
Gm20453	ENSMUSG00000092414
Rab5c	ENSMUSG00000019173
Ufsp2	ENSMUSG00000031634
Rpl21-ps11	ENSMUSG00000105144
Ergic1	ENSMUSG00000001576
Csrp3	ENSMUSG00000030470
Gm13458	ENSMUSG00000083398
Txk	ENSMUSG00000054892
Gm37661	ENSMUSG00000104462
Col6a1	ENSMUSG00000001119
1700108J01Rik	ENSMUSG00000100585
4921534H16Rik	ENSMUSG00000090255
2410002F23Rik	ENSMUSG00000045411
Gm13455	ENSMUSG00000081577
Dda1	ENSMUSG00000074247
Dio3	ENSMUSG00000075707
Gm43601	ENSMUSG00000104660
Rpl31-ps23	ENSMUSG00000097106
Smco3	ENSMUSG00000043298
Pak3	ENSMUSG00000031284
Gm13456	ENSMUSG00000082536
Clstn2	ENSMUSG00000032452
Gm11631	ENSMUSG00000084079
Wbp11	ENSMUSG00000030216
H2-M11	ENSMUSG00000037537
Gm33815	ENSMUSG00000102388
Gm12147	ENSMUSG00000086791
Slco6d1	ENSMUSG00000026336
Tlr7	ENSMUSG00000044583
Atp10b	ENSMUSG00000055415
Gm28316	ENSMUSG00000100787
Fam124b	ENSMUSG00000043230
Gm28440	ENSMUSG00000102110
1700034B16Rik	ENSMUSG00000097302
Padi1	ENSMUSG00000025329
2310015K22Rik	ENSMUSG00000101257
Nucb2	ENSMUSG00000030659
Eftud2	ENSMUSG00000020929
Kctd3	ENSMUSG00000026608
Gm19541	ENSMUSG00000098370
Gm37932	ENSMUSG00000103404
Mfhas1	ENSMUSG00000070056
Gm5746	ENSMUSG00000099138
Gm12310	ENSMUSG00000084251
Ttc8	ENSMUSG00000021013
Ubxn4	ENSMUSG00000026353
Gm12146	ENSMUSG00000085533
Gm42879	ENSMUSG00000106590
Gm12144	ENSMUSG00000086170
Kctd21	ENSMUSG00000044952
Gm7367	ENSMUSG00000047370
Itgb8	ENSMUSG00000025321
Gm13032	ENSMUSG00000085918
Tmem35	ENSMUSG00000033578
4921511E07Rik	ENSMUSG00000104133
Gm28376	ENSMUSG00000101640
D1Ertd622e	ENSMUSG00000044768
Jph1	ENSMUSG00000042686
A630001G21Rik	ENSMUSG00000052760
Ihh	ENSMUSG00000006538
Csdc2	ENSMUSG00000042109
Gm7815	ENSMUSG00000106201
Prdx6	ENSMUSG00000026701
BC049715	ENSMUSG00000047515
Gm43536	ENSMUSG00000105516
Alox12	ENSMUSG00000000320
Gpx7	ENSMUSG00000028597
Gm38269	ENSMUSG00000103055
Cyp2r1	ENSMUSG00000030670
Gm13024	ENSMUSG00000082758
Gm3555	ENSMUSG00000089791
Gm13224	ENSMUSG00000084272
Gm11708	ENSMUSG00000083356
Ankrd35	ENSMUSG00000038354
Gm12738	ENSMUSG00000083255
Gm13230	ENSMUSG00000082082
9930111H07Rik	ENSMUSG00000100217
Platr16	ENSMUSG00000085101
Nrg4	ENSMUSG00000032311
Zfp664	ENSMUSG00000079215
Adgrg5	ENSMUSG00000061577
Inafm2	ENSMUSG00000074918
Mkrn2os	ENSMUSG00000068011
Ankrd50	ENSMUSG00000044864
Usp19	ENSMUSG00000006676
Gm11479	ENSMUSG00000085991
Gm21766	ENSMUSG00000100359
Cish	ENSMUSG00000032578
Csn2	ENSMUSG00000063157
Gm37178	ENSMUSG00000103370
Gm16062	ENSMUSG00000087249
Gm11705	ENSMUSG00000086772
4931429L15Rik	ENSMUSG00000056617
Gm20800	ENSMUSG00000099495
1810010H24Rik	ENSMUSG00000078607
Cops3	ENSMUSG00000019373
Gm17041	ENSMUSG00000090570
Gm21160	ENSMUSG00000102131
Gm17040	ENSMUSG00000091366
Adam20	ENSMUSG00000046282
Adam5	ENSMUSG00000031554
Gm7824	ENSMUSG00000105360
Smg8	ENSMUSG00000020495
Gm14997	ENSMUSG00000083324
Gm43538	ENSMUSG00000106168
Gm37744	ENSMUSG00000103145
Gm42924	ENSMUSG00000104849
Gm14176	ENSMUSG00000062846
Gm21683	ENSMUSG00000101747
Rpl15-ps1	ENSMUSG00000082874
Rabgef1	ENSMUSG00000025340
Slc41a3	ENSMUSG00000030089
Elmo2	ENSMUSG00000017670
Gm28637	ENSMUSG00000094699
Gm15584	ENSMUSG00000085822
Gm36551	ENSMUSG00000106478
A230059L01Rik	ENSMUSG00000087627
Igkv12-89	ENSMUSG00000076534
Gm9378	ENSMUSG00000082507
Vstm2l	ENSMUSG00000037843
Gm28636	ENSMUSG00000100659
Gm38187	ENSMUSG00000102403
A230006K03Rik	ENSMUSG00000068151
Pilrb1	ENSMUSG00000066684
Slf1	ENSMUSG00000021597
Zic5	ENSMUSG00000041703
Gm13783	ENSMUSG00000086206
Gm20932	ENSMUSG00000101254
Brinp3	ENSMUSG00000035131
Gm5345	ENSMUSG00000098050
2900052N01Rik	ENSMUSG00000099696
Rps12-ps24	ENSMUSG00000098181
Nr1h3	ENSMUSG00000002108
Gm14427	ENSMUSG00000083837
Gm29134	ENSMUSG00000100976
Atp6v1e1	ENSMUSG00000019210
Gm28303	ENSMUSG00000100489
2610035F20Rik	ENSMUSG00000085555
Eif3c	ENSMUSG00000030738
Mmadhc	ENSMUSG00000026766
Gm13652	ENSMUSG00000087333
Tro	ENSMUSG00000025272
Gla	ENSMUSG00000031266
Cdc42	ENSMUSG00000006699
Tti1	ENSMUSG00000027650
Gm15625	ENSMUSG00000082744
Fat4	ENSMUSG00000046743
Slc25a18	ENSMUSG00000004902
Gm20913	ENSMUSG00000100539
Fbxo22	ENSMUSG00000032309
Gm29404	ENSMUSG00000100073
Gm5263	ENSMUSG00000090323
Itgb1	ENSMUSG00000025809
Gm15921	ENSMUSG00000094092
Gm15583	ENSMUSG00000080078
Gm15920	ENSMUSG00000080893
Gm29514	ENSMUSG00000099964
Cdkn1c	ENSMUSG00000037664
Cldn7	ENSMUSG00000018569
Sap25	ENSMUSG00000079165
Gm13223	ENSMUSG00000083081
Gm19057	ENSMUSG00000104163
Nt5m	ENSMUSG00000032615
Gm7485	ENSMUSG00000081171
A430105I19Rik	ENSMUSG00000045838
Ngp	ENSMUSG00000032484
Tnfsf4	ENSMUSG00000026700
Gm29403	ENSMUSG00000100223
Gm20605	ENSMUSG00000029720
Gm12974	ENSMUSG00000084789
C230034O21Rik	ENSMUSG00000086181
Kcnh4	ENSMUSG00000035355
Gm28350	ENSMUSG00000100772
Tcf15	ENSMUSG00000068079
Gm43539	ENSMUSG00000105910
Tnfsf18	ENSMUSG00000066755
Papln	ENSMUSG00000021223
Lyzl1	ENSMUSG00000024233
Gm28304	ENSMUSG00000101239
1700011I03Rik	ENSMUSG00000058925
Lrch4	ENSMUSG00000093445
Gm37638	ENSMUSG00000102860
Gm17824	ENSMUSG00000106402
Cystm1	ENSMUSG00000046727
D8Ertd82e	ENSMUSG00000050271
Otx1	ENSMUSG00000005917
Gm4917	ENSMUSG00000083162
Gm15429	ENSMUSG00000040323
4930511M06Rik	ENSMUSG00000086607
Gm3952	ENSMUSG00000102141
Gm29299	ENSMUSG00000100973
Zcchc11	ENSMUSG00000034610
Gm5049	ENSMUSG00000102399
Smarca5-ps	ENSMUSG00000052912
Gm29298	ENSMUSG00000099588
1700066O22Rik	ENSMUSG00000085800
Gm28824	ENSMUSG00000100971
Trp53i11	ENSMUSG00000068735
Srd5a3	ENSMUSG00000029233
Gm7973	ENSMUSG00000084216
Gm28081	ENSMUSG00000099555
Gm20594	ENSMUSG00000096887
Macc1	ENSMUSG00000041886
Aff3	ENSMUSG00000037138
Calcr	ENSMUSG00000023964
Gm28080	ENSMUSG00000101369
C130060K24Rik	ENSMUSG00000029917
Fasl	ENSMUSG00000000817
Nhej1	ENSMUSG00000026162
Myt1	ENSMUSG00000010505
Six2	ENSMUSG00000024134
Smad2	ENSMUSG00000024563
Tctex1d1	ENSMUSG00000028523
Tmprss11g	ENSMUSG00000079451
Gm5787	ENSMUSG00000098154
Gm12737	ENSMUSG00000085093
Gm12739	ENSMUSG00000083783
Gm7862	ENSMUSG00000046580
Gm21524	ENSMUSG00000101096
Gm29418	ENSMUSG00000100345
Gm37262	ENSMUSG00000103525
BB031773	ENSMUSG00000085041
Gm16150	ENSMUSG00000085391
Ube2nl	ENSMUSG00000059585
Esr2	ENSMUSG00000021055
Gm37902	ENSMUSG00000103076
Gm34727	ENSMUSG00000102984
Gm13771	ENSMUSG00000083832
Cul3	ENSMUSG00000004364
Ptpra	ENSMUSG00000027303
Gm16152	ENSMUSG00000087131
Gm29092	ENSMUSG00000100028
Gm11632	ENSMUSG00000084896
Gm28964	ENSMUSG00000101782
Gm16151	ENSMUSG00000085280
Fbxl20	ENSMUSG00000020883
Sox15	ENSMUSG00000041287
Ttc39aos1	ENSMUSG00000085873
Gm28677	ENSMUSG00000100379
Sgip1	ENSMUSG00000028524
6430573F11Rik	ENSMUSG00000039620
Gm4409	ENSMUSG00000086739
Gm14994	ENSMUSG00000084245
Mpdu1	ENSMUSG00000018761
Rps6-ps4	ENSMUSG00000081406
Serpina7	ENSMUSG00000031271
2600014E21Rik	ENSMUSG00000100303
A330043C09Rik	ENSMUSG00000086044
Cntn6	ENSMUSG00000030092
Gm29091	ENSMUSG00000100350
Gm13653	ENSMUSG00000075276
Lrrtm4	ENSMUSG00000052581
Gm17186	ENSMUSG00000090603
Fasn	ENSMUSG00000025153
Mkrn2	ENSMUSG00000000439
Gm14999	ENSMUSG00000082261
Gm28496	ENSMUSG00000101166
Gm29297	ENSMUSG00000100887
Ascl2	ENSMUSG00000009248
Plpp5	ENSMUSG00000031570
Gm13229	ENSMUSG00000087076
Mrps15	ENSMUSG00000028861
Rnf32	ENSMUSG00000029130
